Año,Trimestre,Provincia,Accesos por cada 100 hogares,Banda ancha fija,Dial up,Total,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS
2020,1,Tucumán,47.85,200045,22,200067,520,970,49555,50383,31096,173,67536,0
2019,4,Buenos Aires,64.25,3681120,5134,3686254,33489,27537,1177446,262297,247106,45257,1465133,20676
2019,4,Capital Federal,106.25,1356695,1410,1358105,3070,150,177098,110218,110852,20581,753805,0
2019,4,Catamarca,36.44,38310,1,38311,630,0,9945,7619,9305,8040,7477,3098
2019,4,Chaco,36.84,117900,3,117903,830,0,25899,18959,30902,13516,21556,6988
2019,4,Chubut,51.15,95292,810,96102,1580,40,69405,12945,7615,124,614,4121
2019,4,Córdoba,70.48,806633,55,806688,1420,0,232781,118232,10933,114111,221742,1035
2019,4,Corrientes,38.77,113831,3,113834,720,0,35055,2062,27367,9981,15744,4995
2019,4,Entre Ríos,57.99,239017,13,239030,470,0,88203,44511,42962,18976,30153,14178
2019,4,Formosa,30.47,46711,0,46711,1127,1910,24606,6319,6788,1766,5671,2430
2019,4,Jujuy,45.38,88881,0,88881,550,0,32920,9632,26764,1020,5286,14122
2019,4,La Pampa,76.92,90280,119,90399,2930,3130,76747,69,1951,1287,1342,1566
2019,4,La Rioja,47.14,48999,3,49002,210,0,37846,5045,4763,220,1305,0
2019,4,Mendoza,33.65,185157,623,185780,7460,90,145139,12955,15237,2165,2628,6901
2019,4,Misiones,39.79,135813,0,135813,710,0,39664,2084,27305,15626,20799,11508
2019,4,Neuquén,59.36,116069,376,116445,2180,10,57370,4439,7357,12059,35001,0
2019,4,Río Negro,55.71,126636,504,127140,1140,0,71847,2797,8558,6968,19837,17019
2019,4,Salta,50.35,172443,2,172445,1490,10,42159,67656,15369,1417,25821,712
2019,4,San Juan,32.85,64715,259,64974,480,10,60626,1594,1292,400,127,1246
2019,4,San Luis,74.92,108053,148,108201,1050,0,11901,4164,5250,55216,3,36287
2019,4,Santa Cruz,36.71,39170,200,39370,670,0,32368,4346,2224,70,8,3500
2019,4,Santa Fe,69.48,769019,150,769169,6980,0,230234,190664,113527,70998,135576,27472
2019,4,Santiago Del Estero,42.92,103587,1,103588,1330,9080,34911,56309,3756,1050,2449,5017
2019,4,Tierra Del Fuego,79.7,40101,291,40392,110,0,23593,505,1848,1390,1962,7789
2019,4,Tucumán,47.65,198621,23,198644,550,0,54544,52017,28916,6405,56707,0
2019,3,Buenos Aires,69.36,3950114,10119,3960233,23892,44648,1432722,222812,260506,483572,1246209,42294
2019,3,Capital Federal,112.65,1437734,3477,1441211,1040,3680,269704,120924,138011,258591,655108,0
2019,3,Catamarca,30.88,32391,9,32400,340,430,14449,9285,6333,720,15,2151
2019,3,Chaco,35.85,114438,13,114451,690,1216,32764,28198,13336,12987,16740,6917
2019,3,Chubut,47.57,87481,1524,89005,740,8400,62680,13033,7171,124,614,45
2019,3,Córdoba,68.59,782946,107,783053,830,5824,240151,106651,118486,146247,157546,7353
2019,3,Corrientes,38.49,112749,10,112759,100,5970,42231,29628,10348,10388,12674,478
2019,3,Entre Ríos,57.9,238057,45,238102,190,4446,99656,56161,17064,21216,22645,15107
2019,3,Formosa,30.11,46066,0,46066,111,3490,24943,6049,7117,2262,4443,1000
2019,3,Jujuy,44.32,86575,1,86576,270,8850,31722,924,26835,560,3671,16545
2019,3,La Pampa,77.45,90559,269,90828,2370,3289,75849,5922,1611,1359,941,1618
2019,3,La Rioja,47.94,49659,18,49677,90,100,38657,4786,4887,220,1307,0
2019,3,Mendoza,40.74,223015,1322,224337,210,1269,206821,2958,10093,1263,349,0
2019,3,Misiones,39.33,133883,0,133883,470,1928,43530,29375,11256,16107,16650,12206
2019,3,Neuquén,64.14,123435,1986,125421,450,2258,62909,4586,9597,16923,28458,1220
2019,3,Río Negro,63.42,143391,904,144295,470,1234,87435,2348,9779,10176,15505,17719
2019,3,Salta,44.48,151834,1,151835,490,9000,43160,6223,14309,11418,12357,7515
2019,3,San Juan,37.06,72535,563,73098,220,1710,68315,2245,1267,410,128,4779
2019,3,San Luis,85.23,122409,291,122700,570,1000,18643,5113,4670,62242,5,36075
2019,3,Santa Cruz,35.63,37642,328,37970,280,840,31612,4472,1203,270,4,0
2019,3,Santa Fe,68.87,760706,228,760934,6400,8184,242454,193286,107068,84325,97082,19537
2019,3,Santiago Del Estero,55.3,133130,2,133132,390,1832,35554,55172,3612,860,1836,34501
2019,3,Tierra Del Fuego,96.46,48043,544,48587,60,140,32133,4692,1756,820,226,9648
2019,3,Tucumán,39.49,164099,32,164131,160,1100,71043,47693,24354,8430,20385,0
2019,2,Buenos Aires,67.85,3845594,10104,3855698,199768,46852,1436259,217785,438663,502275,985767,43438
2019,2,Capital Federal,110.55,1412177,3443,1415620,740,1027,281370,124087,239691,296155,475991,0
2019,2,Catamarca,32.13,33626,9,33635,340,430,16631,867,6049,340,10,2151
2019,2,Chaco,34.14,108721,13,108734,690,1383,38488,26431,16789,15348,9904,1492
2019,2,Chubut,46.99,86038,1518,87556,660,3952,69032,10049,1495,740,165,45
2019,2,Córdoba,68.07,775023,105,775128,810,8165,248427,100512,157458,170159,76053,8938
2019,2,Corrientes,38.16,111539,10,111549,100,3012,40424,27774,13114,11928,7119,608
2019,2,Entre Ríos,57.48,235780,44,235824,180,5905,100687,52316,23196,24221,10664,17206
2019,2,Formosa,30.42,46438,0,46438,111,3490,26512,5399,8384,2639,2258,1000
2019,2,Jujuy,44.51,86706,1,86707,270,9400,26233,8441,267,270,2600,21765
2019,2,La Pampa,77.08,89937,268,90205,2360,3289,75406,5191,1366,1445,629,2661
2019,2,La Rioja,48.7,50283,18,50301,90,110,39819,4297,4857,130,1298,0
2019,2,Mendoza,40.75,222535,1322,223857,200,2522,205165,2971,10092,1256,234,0
2019,2,Misiones,39.15,132878,0,132878,470,2226,45769,27385,15408,18882,8129,12206
2019,2,Neuquén,63.08,120954,1999,122953,3020,3038,61776,4688,17318,2121,14132,4220
2019,2,Río Negro,61.09,137632,915,138547,3840,1354,86366,2201,10291,12407,6907,18519
2019,2,Salta,41.89,142567,1,142568,490,9740,59638,36923,16961,14059,6461,7585
2019,2,San Juan,35.6,69461,564,70025,220,2130,60913,2177,7850,70,4,6119
2019,2,San Luis,81.79,117094,291,117385,570,1020,16575,4964,4670,57236,5,37977
2019,2,Santa Cruz,28.85,30225,325,30550,250,840,24861,3806,1202,280,4,0
2019,2,Santa Fe,67.42,743258,226,743484,3210,8427,300124,125176,129741,100131,49865,22323
2019,2,Santiago Del Estero,52.79,126752,2,126754,390,1832,63268,21362,3741,1080,1205,34501
2019,2,Tierra Del Fuego,94.8,46910,544,47454,60,1230,41824,4241,1573,960,32,0
2019,2,Tucumán,40.14,166299,32,166331,160,1570,78891,44296,24291,6280,18394,0
2019,1,Buenos Aires,66.24,3736563,10104,3746667,162513,72296,1429964,202511,576428,576859,705769,6369
2019,1,Capital Federal,109.2,1396157,3443,1399600,740,7417,283787,131007,330122,365713,283463,0
2019,1,Catamarca,32.19,33613,9,33622,340,1708,18761,6443,5606,290,7,2151
2019,1,Chaco,32.64,103664,13,103677,690,3801,38719,25632,18965,12393,6368,1035
2019,1,Chubut,43.0,78260,1518,79778,660,3938,71077,6571,7870,740,165,0
2019,1,Córdoba,65.52,744010,105,744115,810,20403,242769,96997,200681,127965,50716,6806
2019,1,Corrientes,35.13,102477,10,102487,100,647,38402,26562,15498,9688,5029,0
2019,1,Entre Ríos,56.79,232403,44,232447,180,9217,107013,50068,28957,18146,7619,12142
2019,1,Formosa,29.68,45211,0,45211,111,3023,23085,5301,9027,2099,1654,0
2019,1,Jujuy,46.41,90146,1,90147,270,2817,30727,7811,4021,300,1141,37162
2019,1,La Pampa,76.35,88892,268,89160,2360,8327,70538,4466,1061,1354,405,6980
2019,1,La Rioja,50.18,51638,18,51656,90,1169,40285,4088,5216,170,869,0
2019,1,Mendoza,37.66,204976,1322,206298,200,1786,205383,2837,5702,1110,140,0
2019,1,Misiones,36.26,122720,0,122720,470,5946,45266,2589,19111,16552,5167,7654
2019,1,Neuquén,58.88,112321,2056,114377,1328,3055,52360,1781,21452,17135,11026,6105
2019,1,Río Negro,53.57,120173,915,121088,3840,1583,84845,2037,13615,9567,5076,3719
2019,1,Salta,40.1,136019,1,136020,490,4232,59244,36473,2291,10861,2242,10
2019,1,San Juan,31.83,61881,564,62445,220,2290,62380,2660,5200,30,2,5600
2019,1,San Luis,67.34,96044,291,96335,570,1200,21380,53214,3450,60,2,23577
2019,1,Santa Cruz,23.67,24580,325,24905,250,1280,21990,2731,7020,260,4,0
2019,1,Santa Fe,66.97,736851,227,737078,3330,2935,296798,122959,153212,74575,36502,18591
2019,1,Santiago Del Estero,37.52,89851,2,89853,390,3372,62895,20691,3959,850,494,0
2019,1,Tierra Del Fuego,93.38,45903,544,46447,60,1310,38851,3623,6410,800,29,0
2019,1,Tucumán,41.63,171970,32,172002,160,5188,82240,42877,2621,8470,14839,0
2018,4,Buenos Aires,64.6,3626502,10104,3636606,134673,73761,1422463,194426,577679,949093,265386,19125
2018,4,Capital Federal,108.27,1385577,3443,1389020,740,7388,283281,143309,330496,437662,186810,0
2018,4,Catamarca,32.23,33574,9,33583,340,1669,17955,6425,5461,290,7,2003
2018,4,Chaco,32.59,103257,13,103270,690,3405,36437,25633,18965,12393,6368,0
2018,4,Chubut,42.61,77204,1518,78722,660,3917,66061,6215,5310,6230,165,1144
2018,4,Córdoba,65.09,737234,105,737339,810,24102,228475,97277,201639,128053,48809,8903
2018,4,Corrientes,34.57,100591,10,100601,100,6438,37376,26562,15498,9688,5029,0
2018,4,Entre Ríos,54.37,222003,44,222047,180,8769,94780,50027,29002,18146,7612,13693
2018,4,Formosa,29.74,45204,0,45204,111,3074,22962,5285,9027,2092,1654,0
2018,4,Jujuy,46.53,90132,1,90133,270,2803,30727,7811,4021,300,1141,43573
2018,4,La Pampa,73.49,85368,268,85636,2410,7727,70508,3661,9780,1328,270,9230
2018,4,La Rioja,50.35,51633,18,51651,90,1164,40285,4088,5216,170,869,30
2018,4,Mendoza,37.76,204982,1322,206304,200,1463,197450,2494,4726,190,132,0
2018,4,Misiones,34.45,116273,0,116273,470,5981,43267,26019,19226,16566,5167,0
2018,4,Neuquén,59.07,112309,2056,114365,1328,3044,52313,1781,21452,17135,11025,6287
2018,4,Río Negro,51.86,115922,915,116837,3840,1225,83412,6430,1344,9569,5070,3094
2018,4,Salta,39.8,134577,1,134578,490,3659,58492,36365,2291,10861,2242,0
2018,4,San Juan,31.9,61834,564,62398,220,1465,59811,1800,3120,10,1,6060
2018,4,San Luis,67.55,96040,291,96331,570,1090,19164,53183,1190,620,2,23635
2018,4,Santa Cruz,23.69,24443,325,24768,250,1150,23107,7790,2060,10,4,5310
2018,4,Santa Fe,65.59,720161,229,720390,3350,31397,276301,121009,152039,74432,36427,2845
2018,4,Santiago Del Estero,37.4,89333,2,89335,390,325,61347,20127,3686,770,483,3260
2018,4,Tierra Del Fuego,93.59,45716,544,46260,60,270,29919,6323,9894,240,67,0
2018,4,Tucumán,41.76,171972,32,172004,160,5244,82089,42766,26111,8470,14839,920
2018,3,Buenos Aires,64.44,3599714,10563,3610277,9910,80459,1445733,190805,63609,897964,237248,120464
2018,3,Capital Federal,108.45,1385804,6686,1392490,730,8493,287919,147253,370677,41502,165055,0
2018,3,Catamarca,32.92,34215,11,34226,340,1994,18475,6358,532,340,7,2151
2018,3,Chaco,32.28,102021,12,102033,700,3503,38729,24916,20335,11085,5667,1035
2018,3,Chubut,56.39,101310,2426,103736,670,3951,91096,6162,5310,6230,164,0
2018,3,Córdoba,64.24,725764,94,725858,810,24767,224471,96372,221984,109333,39854,649
2018,3,Corrientes,34.25,99445,11,99456,110,6754,38364,24953,16601,8357,4419,0
2018,3,Entre Ríos,50.22,204560,48,204608,180,9048,96095,45651,31353,15111,6786,0
2018,3,Formosa,29.58,44865,0,44865,111,3365,22624,5259,9336,1729,1434,0
2018,3,Jujuy,23.26,44934,1,44935,3450,302,29048,7756,4066,390,623,0
2018,3,La Pampa,71.75,83180,244,83424,2420,8417,68507,3153,9200,1189,216,6980
2018,3,La Rioja,50.73,51855,17,51872,90,1291,40647,4138,5425,200,339,0
2018,3,Mendoza,37.99,205545,1484,207029,200,1525,199297,2476,4727,270,129,0
2018,3,Misiones,32.1,108042,0,108042,480,5749,39617,24747,21212,14674,4547,0
2018,3,Neuquén,60.49,114713,2005,116718,1396,2244,55822,1647,23785,15218,9718,6105
2018,3,Río Negro,50.54,112433,1059,113492,4090,5221,75929,5120,14912,847,4332,3719
2018,3,Salta,39.43,132882,1,132883,1160,3721,61795,32782,25582,9224,502,0
2018,3,San Juan,33.05,63823,658,64481,220,1326,62525,1800,3120,30,1,0
2018,3,San Luis,52.35,74121,300,74421,570,1090,19170,5294,1190,630,2,1902
2018,3,Santa Cruz,32.73,33565,434,33999,260,1160,32815,7780,2060,10,3,0
2018,3,Santa Fe,63.41,694883,217,695100,4670,36786,269211,115907,162545,62479,31266,13911
2018,3,Santiago Del Estero,36.25,86358,2,86360,410,255,60260,19116,3806,640,265,0
2018,3,Tierra Del Fuego,92.77,45056,508,45564,60,1870,41569,227,2310,240,13,0
2018,3,Tucumán,41.68,171135,31,171166,160,5993,81559,43282,27062,9410,12187,0
2018,2,Buenos Aires,62.78,3490134,10565,3500699,1009,81354,1459443,295457,816056,536049,199589,113357
2018,2,Capital Federal,106.53,1362498,6688,1369186,730,9234,290291,219166,445345,264805,142253,0
2018,2,Catamarca,32.86,34078,11,34089,340,2414,14624,6112,4347,360,6,65
2018,2,Chaco,31.25,98509,12,98521,700,2968,34167,24282,21887,9251,4630,1035
2018,2,Chubut,54.9,98137,2427,100564,670,4471,85598,5369,40,50,9,501
2018,2,Córdoba,63.27,712979,94,713073,810,21779,219630,102596,244291,78852,34950,811
2018,2,Corrientes,33.81,97946,11,97957,110,7047,38268,24066,17926,678,3862,0
2018,2,Entre Ríos,49.2,199937,48,199985,180,8179,94459,4457,34281,12012,5920,0
2018,2,Formosa,29.43,44554,0,44554,111,3568,22409,5176,9727,1313,1243,0
2018,2,Jujuy,23.43,45132,1,45133,3450,332,29319,8083,3977,440,7,0
2018,2,La Pampa,71.04,82177,244,82421,2440,8797,68083,2409,9650,9690,179,6980
2018,2,La Rioja,50.98,51931,17,51948,90,1384,40679,4198,564,200,15,0
2018,2,Mendoza,36.97,199468,1484,200952,200,1658,164596,5150,2660,170,72,33788
2018,2,Misiones,31.63,106147,0,106147,480,6092,39489,23569,23747,11888,3866,0
2018,2,Neuquén,60.24,113842,2006,115848,1396,2408,56035,1314,26417,12442,8551,6105
2018,2,Río Negro,50.15,111176,1059,112235,4090,5298,75056,5230,1648,6663,3725,3975
2018,2,Salta,39.94,134166,1,134167,1160,399,61763,33285,28431,7239,182,0
2018,2,San Juan,32.95,63443,658,64101,220,1378,57591,110,0,30,0,5068
2018,2,San Luis,15.15,21168,300,21468,570,1010,11992,110,0,70,2,9284
2018,2,Santa Cruz,33.33,33970,435,34405,260,1200,28600,6550,1000,10,3,4267
2018,2,Santa Fe,62.57,684243,309,684552,7440,34267,262603,112143,17554,50525,26512,22257
2018,2,Santiago Del Estero,35.26,83773,2,83775,410,2717,41362,18721,3278,310,31,17589
2018,2,Tierra Del Fuego,91.61,44199,508,44707,60,1880,40912,2217,750,0,0,1070
2018,2,Tucumán,41.51,169926,31,169957,160,6735,79899,44968,27059,1084,8784,1305
2018,1,Buenos Aires,62.63,3464882,10564,3475446,1514,74766,1445752,292732,886678,480237,184203,105818
2018,1,Capital Federal,106.24,1359882,6688,1366570,890,10039,292566,222737,487826,227953,127384,0
2018,1,Catamarca,32.79,33934,11,33945,340,2896,14770,6145,3539,410,4,65
2018,1,Chaco,30.83,96925,12,96937,700,3261,32516,24488,23296,8219,3897,1035
2018,1,Chubut,53.72,95532,2427,97959,670,4314,83161,5358,40,50,9,501
2018,1,Córdoba,63.52,713825,101,713926,2810,23922,222815,1043,266259,57137,29228,10049
2018,1,Corrientes,32.66,94406,11,94417,110,5005,37152,24038,19068,589,3256,0
2018,1,Entre Ríos,48.68,197346,48,197394,180,8861,90080,45599,37401,9818,5071,0
2018,1,Formosa,21.4,32328,0,32328,111,3803,10092,5117,10061,1091,1046,0
2018,1,Jujuy,23.12,44405,1,44406,3450,4807,27219,8044,3925,490,4,0
2018,1,La Pampa,71.75,82668,396,83064,2450,8119,67104,1616,1076,6140,98,3503
2018,1,La Rioja,51.44,52228,17,52245,90,1485,40680,4217,5831,190,1,0
2018,1,Mendoza,37.07,199463,1484,200947,200,1662,164599,5010,2660,190,72,33788
2018,1,Misiones,30.96,103580,0,103580,480,47,35820,23291,26223,10241,3219,0
2018,1,Neuquén,61.52,115897,2006,117903,1396,2367,59468,1311,29012,9709,7378,6105
2018,1,Río Negro,49.82,110057,1062,111119,4090,5333,74894,5300,17997,4972,3129,3975
2018,1,Salta,39.78,133182,1,133183,1160,4459,60334,33088,30771,5145,88,0
2018,1,San Juan,32.61,62610,658,63268,220,1058,57078,110,0,30,0,5068
2018,1,San Luis,15.15,21096,300,21396,570,1010,11920,110,0,70,2,9284
2018,1,Santa Cruz,33.55,33970,435,34405,260,1200,28600,6550,1000,10,3,4267
2018,1,Santa Fe,62.28,679717,309,680026,1359,33639,262008,108576,1889,39589,22801,23181
2018,1,Santiago Del Estero,34.99,82916,2,82918,410,291,41298,18914,3449,330,2,17589
2018,1,Tierra Del Fuego,65.2,31106,508,31614,60,3070,33987,20,0,0,0,1070
2018,1,Tucumán,41.18,168026,31,168057,160,7472,78811,45675,26405,1218,7082,1305
2017,4,Buenos Aires,57.61,3171206,10690,3181896,3865,55046,1551194,264645,712513,33514,151747,114182
2017,4,Capital Federal,122.9,1575418,6906,1582324,3140,31411,517018,28404,45812,178396,114939,0
2017,4,Catamarca,28.62,29548,10,29558,340,3182,15315,5904,2927,430,2,2151
2017,4,Chaco,30.81,96603,12,96615,700,3432,37144,24088,20123,729,3289,1035
2017,4,Chubut,51.46,91012,2428,93440,670,4313,83676,5355,70,50,9,0
2017,4,Córdoba,63.33,709874,105,709979,2910,25411,280837,102892,217602,40898,24251,8429
2017,4,Corrientes,32.52,93760,11,93771,110,522,41080,23686,16046,5053,2675,0
2017,4,Entre Ríos,47.89,193654,49,193703,1685,9078,95466,45189,3001,7958,4113,0
2017,4,Formosa,21.27,32056,0,32056,111,4061,13220,4867,6996,9770,824,0
2017,4,Jujuy,22.74,43551,1,43552,3450,5364,26566,7721,3507,440,3,0
2017,4,La Pampa,71.05,81675,396,82071,3100,8729,66053,1227,7920,3910,81,3503
2017,4,La Rioja,51.57,52177,17,52194,90,1488,40777,4083,5813,220,3,0
2017,4,Mendoza,33.33,178661,1490,180151,260,1656,177646,4380,2780,290,81,0
2017,4,Misiones,31.14,103895,0,103895,1053,39,41723,23131,22262,9091,2735,0
2017,4,Neuquén,61.24,114965,2006,116971,1396,2372,68036,1325,22781,7528,6300,6105
2017,4,Río Negro,49.38,108702,1062,109764,4090,5598,81078,4850,12502,3447,2440,3719
2017,4,Salta,39.8,132811,1,132812,6360,4275,73284,32842,18968,3559,84,0
2017,4,San Juan,30.3,57965,659,58624,220,1062,57525,90,0,20,2,0
2017,4,San Luis,10.59,14604,300,14904,590,1010,12822,80,0,10,7,1902
2017,4,Santa Cruz,28.91,29018,434,29452,680,780,29073,6550,1000,10,3,0
2017,4,Santa Fe,61.71,672137,323,672460,3109,34132,309998,108939,151329,30736,19602,14119
2017,4,Santiago Del Estero,29.13,68842,2,68844,410,3091,43544,18773,3359,320,2,0
2017,4,Tierra Del Fuego,59.89,28346,508,28854,60,3100,31334,20,0,0,0,0
2017,4,Tucumán,39.9,162298,34,162332,1050,8164,78750,45241,24318,1303,4367,0
2017,3,Buenos Aires,55.63,3046758,11202,3057960,6577,51411,1733479,311652,676137,140812,108400,0
2017,3,Capital Federal,121.86,1563289,7070,1570359,2830,33924,590689,311411,4263,120675,91917,0
2017,3,Catamarca,32.49,33467,11,33478,520,3204,15383,5758,2563,500,1,0
2017,3,Chaco,29.98,93747,12,93759,950,3496,40059,23008,20307,3827,2004,0
2017,3,Chubut,46.22,81067,2477,83544,4360,3989,71843,2336,30,0,0,0
2017,3,Córdoba,62.31,696536,108,696644,3270,26154,309161,100113,189302,38131,16741,0
2017,3,Corrientes,32.17,92536,12,92548,240,5629,44305,22785,15576,2635,1607,0
2017,3,Entre Ríos,45.96,185414,50,185464,1691,7545,98032,42947,29011,3878,2397,0
2017,3,Formosa,21.35,32105,0,32105,1063,3716,13752,5187,6056,8990,459,0
2017,3,Jujuy,22.65,43241,1,43242,3370,5723,26835,7369,2962,410,2,0
2017,3,La Pampa,69.14,79280,410,79690,3430,8244,64794,8550,5880,3270,51,0
2017,3,La Rioja,51.47,51896,17,51913,160,1497,40882,3899,5604,230,3,0
2017,3,Mendoza,35.7,190958,1533,192491,320,950,158461,1150,670,290,19,0
2017,3,Misiones,30.21,100476,0,100476,1058,4123,42900,22808,23913,3843,1881,0
2017,3,Neuquén,60.83,113755,2029,115784,2036,1457,72532,1034,20213,7067,4937,0
2017,3,Río Negro,48.52,106393,1103,107496,4220,5641,83900,3060,10116,2965,1659,0
2017,3,Salta,39.84,132517,1,132518,6450,4494,78830,32433,1462,2315,63,0
2017,3,San Juan,32.37,61789,660,62449,310,1077,57582,10,0,20,2,0
2017,3,San Luis,15.48,21408,311,21719,630,30,12325,70,0,10,7,0
2017,3,Santa Cruz,33.29,33222,468,33690,1880,230,29102,5420,660,330,1,0
2017,3,Santa Fe,60.91,662086,256,662342,3116,34019,320017,104453,125339,24536,12982,0
2017,3,Santiago Del Estero,35.12,82792,2,82794,690,3288,40435,18489,3047,300,2,0
2017,3,Tierra Del Fuego,65.74,30883,583,31466,90,2970,33858,0,0,0,0,0
2017,3,Tucumán,39.7,160979,33,161012,1090,8948,83070,45302,20514,1361,655,0
2017,2,Buenos Aires,56.27,3067430,11201,3078631,7548,47472,1910156,299009,573298,93059,46178,0
2017,2,Capital Federal,124.06,1592175,8016,1600191,5560,35663,726223,30497,378571,80234,37977,0
2017,2,Catamarca,25.98,26692,13,26705,150,3318,15655,5325,2342,470,1,0
2017,2,Chaco,29.05,90597,14,90611,1910,3733,42590,22349,18044,3157,545,0
2017,2,Chubut,35.55,62245,1730,63975,4030,4186,73760,188,0,0,0,0
2017,2,Córdoba,58.97,657505,133,657638,2510,26862,370865,88479,146683,20351,5069,0
2017,2,Corrientes,31.39,90085,12,90097,150,5912,46483,21776,13043,2218,647,0
2017,2,Entre Ríos,45.39,182675,57,182732,168,7944,104422,418,23524,2604,823,0
2017,2,Formosa,19.97,29956,0,29956,1486,3419,14787,4795,4583,7490,139,0
2017,2,Jujuy,22.4,42656,1,42657,3110,5877,26915,6974,2538,420,1,0
2017,2,La Pampa,63.49,72573,449,73022,3560,8633,59045,5580,3360,2440,21,0
2017,2,La Rioja,16.2,16271,18,16289,90,1554,9304,3599,1796,240,2,0
2017,2,Mendoza,31.76,169302,1451,170753,1090,240,177203,920,500,50,22,0
2017,2,Misiones,30.09,99794,0,99794,1011,4447,47244,22033,21599,2892,570,0
2017,2,Neuquén,61.91,115321,2112,117433,1542,1395,81272,8490,18051,4774,1703,0
2017,2,Río Negro,46.02,100621,998,101619,9730,5606,88085,2450,799,1921,559,0
2017,2,Salta,32.74,108540,1,108541,5940,4719,67576,23185,11333,1068,76,0
2017,2,San Juan,26.96,51261,620,51881,150,1930,58588,0,0,0,4,0
2017,2,San Luis,9.51,12992,315,13307,80,40,14014,0,0,10,2,0
2017,2,Santa Cruz,26.25,26019,369,26388,1880,240,30913,5410,660,330,0,0
2017,2,Santa Fe,52.27,566918,362,567280,4967,38721,311830,92854,97563,16794,4275,0
2017,2,Santiago Del Estero,14.12,33194,2,33196,260,3539,20384,6432,2802,160,0,0
2017,2,Tierra Del Fuego,68.46,31938,619,32557,160,2850,35409,0,0,0,0,0
2017,2,Tucumán,38.19,154374,37,154411,960,9236,83342,42536,17788,1371,21,0
2017,1,Buenos Aires,58.57,3178174,11202,3189376,6017,83918,2057698,402315,52354,90937,22299,0
2017,1,Capital Federal,108.37,1391030,8016,1399046,5100,1409,678922,218487,277195,66536,19881,0
2017,1,Catamarca,25.66,26304,13,26317,150,3328,15861,4901,2161,490,0,0
2017,1,Chaco,28.62,89036,14,89050,1910,3835,44544,21467,15671,3025,314,0
2017,1,Chubut,35.66,62166,1730,63896,4010,4182,73759,1808,0,0,0,0
2017,1,Córdoba,57.65,641066,133,641199,500,28732,391556,82011,118643,19035,2071,0
2017,1,Corrientes,30.94,88596,12,88608,150,604,48149,20586,11468,2044,303,0
2017,1,Entre Ríos,44.91,180296,57,180353,168,808,108379,39146,20562,2254,317,0
2017,1,Formosa,19.84,29705,0,29705,1535,3538,15473,4446,4058,6350,22,0
2017,1,Jujuy,22.76,43202,1,43203,3300,6213,27824,6486,2306,440,0,0
2017,1,La Pampa,62.67,71458,455,71913,3620,9279,57739,3310,1920,1650,11,0
2017,1,La Rioja,16.2,16207,18,16225,90,1578,9486,3409,1718,220,2,0
2017,1,Mendoza,31.84,169282,1451,170733,1060,150,177201,860,500,50,22,0
